"ID","Fecha de evaluación (dd/mm/aaaa)","Edad","Género","Años de educacion","OCUPACIÓN U OFICIO","LATERALIDAD","BILINGÜE","ESTADO CIVIL ACTUAL","ÁREA DE RESIDENCIA","INGRESOS MENSUALES","CONSUMO DE ALCOHOL","TRABAJOS POR FUERA DE LA COMUNIDAD","SERVICIOS DE INTERNET","SERVICIOS DE SALUD","SERVICIO DE ELECTRICIDAD","AC_Hablar","AC_Leer","AC_Escribir","AC_Idioma_Infancia","AC_Idioma_casa","AC_Idioma_trabajo","AC_Idioma_amigos","AC_Idioma_pensamiento","AC_Amigos_cercanos","AC_Fiestas","AC_Visitas","AC_Amigos_hijos","AC_Rituales","AC_Religion","AC_Vestimenta","AC_Se_considera","Fecha de nacimiento (dd/mm/aaaa)","Mano dominante","Edad comienzo escuela","Residencia actual","Tiempo vivido aquí","Residencia en otro lugar","¿Dónde?...39","¿Cuánto tiempo?","Lugar de nacimiento","Curso de idioma","¿Qué idioma?","¿Dónde?...44","Idioma materno padre","Idioma materno madre","Idioma casa 1","Porcentaje","P_I_Idioma","P_I_Primer contacto","P_I_Guardería","P_I_Preescolar","P_I_Primaria","P_I_Secundaria","P_I_Bachiller","P_I_Universidad","P_I_Contextos específicos","P_I_Expresión","P_I_Comprensión","P_I_Lectura","P_I_Escritura","P_I_Acento","S_I_Idioma","S_I_Primer contacto","S_I_Guardería","S_I_Preescolar","S_I_Primaria","S_I_Secundaria","S_I_Bachiller","S_I_Universidad","S_I_Contextos específicos","S_I_Expresión","S_I_Comprensión","S_I_Lectura","S_I_Escritura","S_I_Acento","SF1","SF2","SF3","SF4","SF5","SF6","SF7","SF8","SF9","SF10","SF11","SF12","SF13","SF14","SF15","SF16","SF17","SF18","SF19","SF20","SF21","SF22","SF23","SF24","SF25","SF26","SF27","SF28","SF29","SF30","SF31","SF32","SF33","SF34","SF35","SF36","MMSE","PHQ-9","Bartel","Figura de rey puntuación copia","Figura de rey puntuación memoria inmediata","Fluidez verbal M","Fluidez verbal R","Fluidez verbal P","Fluidez semantica animales","Fluidez semantica frutas","HLVRT-R ensayo 1","HLVRT-R ensayo 2","HLVRT-R ensayo 3","Total recuerdo inmediato","HLVRT-R evocación tardía","Reconocimiento total correctas","Falsos positivos semanticamente relacionados","Falsos positivos no relacionados semanticamente","Número total errores","STROOP P","STROOP C","STROOP PC","STROOP pc Calculado","Interferencia","M-WCST categorías correctas","M-WCST perseveraciones","M-WCST errores","M-WCST total errores","TMT A tiempo (sg)","TMT B tiempo (sg)","BTA-N","BTA-L","Total","SDMT","Errores","AC_Religion_rec","AC_Hablar_inv","AC_Leer_inv","AC_Escribir_inv","AC_Idioma_Infancia_inv","AC_Idioma_casa_inv","AC_Idioma_trabajo_inv","AC_Idioma_amigos_inv","AC_Idioma_pensamiento_inv","AC_Rituales_inv","AC_sub_lenguaje","AC_sub_social","AC_sub_rituales","AC_sub_identidad","AC_total","AC_items_usados"
"CZ41S2052",2020-07-12,41,"M",4,"artesania","Diestro","si","union civil","Rural",50000,"1-2 veces a la semana","Si","NO","NO","Si",3,3,3,3,3,3,3,3,3,3,3,3,5,2,3,3,"32119","derecha","8","Resguardo",7,"si","Florencia",10,"Resguardo Honduras","No",NA,NA,"Embera","Embera","Embera",50,"Embera","Desde el nacimiento","NA","NA","5","NA","NA","NA","Siempre",5,5,5,5,2,"Español","0","NA","NA","5","NA","NA","NA","siempre",5,5,5,5,5,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,4,2,2,4,2,2,4,4,1,1,5,1,2,1,4,3,4,29,6,100,18,14,2,8,11,13,7,2,4,2,8,4,6,0,0,0,76,58,25,32.8955223880597,-7.8955223880597,2,15,19,34,153,264,5,7,12,20,0,1,3,3,3,3,3,3,3,3,1,24,12,1,7,44,16
"CZ34S1053",2020-07-12,34,"H",11,"Agricultura","Diestro","si","union civil","Rural",120000,"Nunca/casi nunca","NO","NO","NO","Si",3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,1,"31238","derecha","6","Resguardo",8,"si","Resguardo Hondura-Florencia",12,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","5","5","0","NA","comunidad",5,5,5,5,5,"Español","9","NA","NA","0","0","5","NA","amigos",4,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,6,2,1,6,6,1,6,1,5,1,3,1,28,5,100,34,32,15,18,16,20,23,6,8,10,24,12,12,0,0,0,100,60,30,37.5,-7.5,6,2,5,7,44,116,9,9,18,30,0,3,3,3,3,3,3,3,3,3,1,24,12,1,7,44,16
"CZ26S1054",2020-07-12,28,"H",11,"artesania","Diestro","si","union civil","Rural",180000,"Nunca/casi nunca","NO","NO","NO","Si",4,1,1,5,4,3,3,1,3,3,4,3,4,4,3,2,"34222","derecha","5","Resguardo",8,"si","Resguardo Hondura-Florencia",11,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","5","0","0","NA","comunidad",5,4,4,4,5,"Español","9","NA","NA","0","5","5","NA","amigos",5,5,5,5,4,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,1,6,6,2,2,6,5,1,6,2,5,3,3,2,24,1,100,35,29,12,17,18,18,15,4,4,5,13,8,10,2,1,3,79,60,55,34.1007194244604,20.8992805755396,5,5,8,13,75,154,8,7,15,25,1,3,2,5,5,1,2,3,3,5,2,26,13,2,8,49,16
"CZ23S1055",2020-07-12,23,"M",11,"artesania","Diestro","si","soltero/a","Rural",3e+05,"Nunca/casi nunca","NO","NO","NO","Si",4,2,2,5,4,4,4,5,3,3,3,3,5,6,4,1,"35185","derecha","6","Resguardo",7,"si","Florencia",15,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","5","0","0","NA","comunidad",5,5,3,3,5,"Español","7","NA","NA","0","5","5","NA","amigos",4,5,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,6,6,1,2,6,6,1,6,5,5,1,5,1,23,1,100,36,30,8,6,8,14,12,4,6,7,17,7,11,0,0,0,65,48,26,27.6106194690265,-1.61061946902655,3,5,9,14,60,180,7,8,15,21,2,5,2,4,4,1,2,2,2,1,1,18,12,1,10,41,16
"CZ26S1056",2020-07-12,26,"M",11,"artesania","Diestro","si","union civil","Rural",2e+05,"Nunca/casi nunca","NO","NO","NO","Si",5,4,4,4,5,4,5,5,3,2,3,3,5,4,3,1,"34165","derecha","6","Resguardo",7,"si","Florencia",12,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","5","5","0","NA","comunidad",4,4,1,1,5,"Español","3","NA","NA","0","0","5","NA","amigos",4,5,4,4,3,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,1,6,6,2,2,6,5,1,6,2,5,3,3,2,25,2,100,32,28,15,14,10,19,20,6,8,9,23,10,12,0,0,0,88,55,30,33.8461538461538,-3.84615384615385,5,2,3,5,68,142,9,10,19,32,0,3,1,2,2,2,1,2,1,1,1,12,11,1,7,31,16
"CZ42S2057",2020-07-12,42,"M",4,"artesania","Diestro","si","union civil","Rural",2e+05,"Nunca/casi nunca","Si","NO","NO","Si",5,5,5,5,5,5,5,5,2,2,2,3,5,2,2,1,"28286","derecha","8","Resguardo",7,"si","Resguardo Hondura-Florencia",13,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","5","NA","NA","NA","comunidad",5,5,2,2,5,"Español","13","NA","NA","0","NA","NA","NA","amigos",4,3,3,3,3,4,5,2,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,2,1,4,1,1,4,6,1,1,4,3,1,4,3,3,4,2,3,25,3,100,26,16,7,8,8,12,11,4,5,6,15,7,11,2,0,2,67,50,28,28.6324786324786,-0.632478632478634,2,10,15,25,90,270,5,5,10,21,2,1,1,1,1,1,1,1,1,1,1,8,9,1,4,22,16
"CZ21S2058",2020-07-12,21,"H",11,"artesania","Diestro","si","soltero/a","Rural",150000,"Nunca/casi nunca","NO","NO","NO","Si",3,3,3,5,3,3,3,5,3,3,3,3,3,6,4,2,"36158","derecha","5","Resguardo",8,"si","Florencia",14,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","5","0","0","NA","comunidad",5,5,3,3,5,"Español","2","NA","NA","5","5","5","NA","amigos",4,5,5,5,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,6,6,1,1,4,6,3,4,5,5,1,3,1,26,4,100,32,28,17,15,15,18,21,5,5,8,18,9,12,0,0,0,85,63,40,36.1824324324324,3.81756756756756,6,1,2,3,45,115,10,9,19,33,0,5,3,3,3,1,3,3,3,1,3,20,12,3,11,46,16
"CZ18S2059",2020-07-12,18,"H",11,"Agricultura","Diestro","si","soltero/a","Rural",250000,"1-2 veces a la semana","NO","NO","NO","Si",3,2,2,4,5,4,3,1,2,2,3,3,5,6,4,1,"37254","derecha","6","Resguardo",8,"si","Florencia",15,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","0","0","0","0","NA","comunidad",4,4,1,1,5,"Español","6","NA","5","5","5","5","NA","amigos",4,5,5,5,4,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,6,6,1,1,4,6,3,4,5,5,1,3,1,29,5,100,35,30,18,14,16,20,22,6,6,7,19,11,12,1,0,1,98,80,45,44.0449438202247,0.955056179775283,5,4,8,12,52,96,8,8,16,24,1,5,3,4,4,2,1,2,3,5,1,24,10,1,10,45,16
"CZ21S2060",2020-07-12,21,"H",8,"Agricultura","Zurdo","si","union civil","Rural",3e+05,"Nunca/casi nunca","NO","NO","NO","Si",4,1,1,3,5,4,4,1,3,3,3,3,5,6,4,1,"36240","derecha","4","Resguardo",8,"si","Resguardo Hondura-Florencia",12,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","0","0","NA","NA","comunidad",4,4,2,2,4,"Español","2","NA","NA","5","5","NA","NA","amigos",4,5,5,5,4,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,6,6,1,1,4,6,3,4,5,5,1,5,1,24,1,100,33,22,19,17,21,21,20,4,5,6,15,8,10,2,0,2,98,70,36,40.8333333333333,-4.83333333333334,4,10,15,25,88,160,5,9,14,22,0,5,2,5,5,3,1,2,2,5,1,25,12,1,10,48,16
"CZ21S1062",2020-07-04,21,"M",8,"Ama de casa","Diestro","si","union civil","Rural",1e+05,"Nunca/casi nunca","NO","NO","NO","Si",3,1,1,5,5,5,5,3,2,3,3,2,3,6,3,1,"36243","derecha","4","Resguardo",8,"si","Florencia",8,"Florencia","No",NA,NA,"Embera","Embera","Embera",90,"Embera","Desde el nacimiento","5","5","5","4","NA","NA","Siempre",5,4,3,3,5,"Español","9","0","0","5","5","NA","NA","Externos",4,3,4,4,3,2,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,6,6,1,1,4,6,3,4,5,5,1,5,1,27,1,100,36,27,12,7,10,18,15,8,7,9,24,9,11,3,0,3,79,54,35,32.0751879699248,2.92481203007519,5,3,9,12,28,195,5,8,13,33,0,5,3,5,5,1,1,1,1,3,3,20,10,3,9,42,16
"CZ19S1063",2020-07-04,19,"H",6,"artesania","Diestro","si","union civil","Rural",1e+05,"Nunca/casi nunca","NO","NO","NO","Si",4,2,1,4,5,1,3,1,3,1,1,3,5,2,3,2,"36866","derecha","6","Resguardo",7,"si","Florencia",2,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","5","5","5","5","NA","NA","Comunidad",4,4,2,0,5,"Español","8","0","0","5","5","NA","NA","Externos",3,4,5,3,3,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,3,2,3,1,4,4,4,6,2,1,2,5,3,1,3,2,25,5,100,33,8,6,15,11,15,14,1,6,6,13,6,10,1,2,3,91,86,28,44.2146892655367,-16.2146892655367,2,18,15,33,76,362,4,5,9,20,3,1,2,4,5,2,1,5,3,5,1,27,8,1,6,42,16
"CZ45S1064",2020-07-05,45,"H",2,"Agricultura","Diestro","si","union civil","Rural",50000,"Nunca/casi nunca","Si","NO","NO","Si",4,5,5,5,5,3,3,5,1,1,3,2,5,4,3,1,"27344","derecha","11","Resguardo",7,"si","Florencia",12,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","5","NA","NA","NA","Comunidad",5,5,3,3,5,"Español","11","NA","NA","NA","NA","NA","NA","Visitantes",4,4,2,2,3,3,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,6,6,1,1,6,6,1,6,5,5,1,5,1,22,1,100,8,6,6,4,3,9,11,3,6,6,15,4,12,2,0,2,15,12,10,6.66666666666667,3.33333333333333,1,11,20,31,90,270,1,1,2,5,0,3,2,1,1,1,1,3,3,1,1,13,7,1,7,28,16
"CZ28S1065",2020-07-05,28,"H",11,"artesania","Diestro","si","union civil","Rural",125000,"1-2 veces a la semana","NO","NO","NO","Si",4,3,3,4,5,5,3,5,2,3,3,3,5,6,4,3,"33700","derecha","6","Resguardo",8,"si","Resguardo Hondura-Florencia",8,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","5","5","5","0","0","NA","Resguardo",5,5,4,3,5,"Español","6","0","5","5","5","5","NA","Externos",4,4,5,5,3,3,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,6,6,1,3,6,5,1,5,5,4,2,4,2,30,2,100,36,31,7,9,10,15,12,5,8,9,22,10,12,2,0,2,76,67,34,35.6083916083916,-1.60839160839161,5,3,7,10,68,219,7,8,15,32,0,5,2,3,3,2,1,1,3,1,1,16,11,1,12,40,16
"CZ29S2066",2020-07-11,29,"M",5,"artesania","Diestro","si","union civil","Rural",50000,"Nunca/casi nunca","Si","NO","NO","Si",4,3,2,4,5,5,5,5,2,2,1,3,5,2,2,1,"32895","derecha","8","Resguardo",8,"si","Florencia",8,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","5","5","4","NA","NA","NA","comunidad",4,4,3,3,5,"Español","5","4","4","5","NA","NA","NA","Visitantes",2,4,5,5,3,4,2,2,2,2,3,3,3,2,2,3,3,1,1,1,1,1,1,1,4,3,2,3,4,4,3,3,4,4,2,3,3,3,4,5,2,30,4,100,35,16,7,8,8,13,11,3,5,8,16,9,11,3,1,4,60,46,37,26.0377358490566,10.9622641509434,4,8,6,14,57,411,5,4,9,32,0,1,2,3,4,2,1,1,1,1,1,15,8,1,4,28,16
"CZ24S2067",2020-07-11,24,"M",5,"Ama de casa","Diestro","si","union civil","Rural",1e+05,"Nunca/casi nunca","Si","NO","NO","Si",3,3,2,5,5,5,3,5,3,3,2,3,3,3,4,2,"35138","derecha","10","Resguardo",7,"si","Florencia",8,"Resguardo Honduras","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","5","NA","0","NA","NA","NA","Resguardo",4,4,5,5,5,"Español","8","NA","NA","5","NA","NA","NA","Externos",3,4,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,6,4,4,3,4,6,3,6,5,4,2,3,1,27,3,100,3,6,3,3,2,13,12,5,2,4,11,9,12,3,0,3,55,41,23,23.4895833333333,-0.489583333333332,1,12,12,24,81,474,5,5,10,14,3,2,3,3,4,1,1,1,3,1,3,17,11,3,8,39,16
"CZ57S2068",2020-07-11,57,"M",0,"Ama de casa","Diestro","si","union civil","Rural",50000,"Nunca/casi nunca","Si","NO","NO","Si",4,3,3,5,5,5,5,3,1,1,2,3,4,3,1,1,"23097","derecha","NA","Resguardo",8,"si","Florencia",8,"Valle del Cauca","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","NA","NA","NA","NA","Resguardo",4,4,0,0,5,"Español","8","NA","NA","NA","NA","NA","NA","NA",2,2,0,0,1,4,3,1,2,3,3,2,2,2,2,3,3,1,1,1,1,2,1,2,2,4,4,4,6,6,3,4,5,1,2,5,3,4,3,5,4,23,4,100,9,3,2,4,3,7,8,1,2,5,8,1,11,0,0,0,15,10,8,6,2,0,15,17,32,210,601,1,1,2,5,1,2,2,3,3,1,1,1,1,3,2,15,7,2,4,28,16
"CZ23S2069",2020-07-11,23,"H",7,"Agricultura","Diestro","si","union civil","Rural",3e+05,"Nunca/casi nunca","NO","NO","NO","Si",2,2,2,2,3,1,1,1,2,1,2,3,4,5,3,1,"35427","derecha","6","Resguardo",8,"si","Florencia",12,"Florencia","No",NA,NA,"Embera","Embera","Embera",50,"Embera","Desde el nacimiento","5","0","0","0","NA","NA","Resguardo",5,5,3,3,5,"Español","6","0","5","5","5","5","NA","Externos",4,5,5,5,4,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,6,6,1,1,6,6,1,6,5,5,1,4,1,27,0,100,22,13,5,9,7,21,15,3,9,10,22,10,12,1,0,1,68,48,45,28.1379310344828,16.8620689655172,2,14,14,28,35,315,9,7,16,29,0,4,4,4,4,4,3,5,5,5,2,34,8,2,8,52,16
"CZ23S2070",2020-07-12,37,"M",2,"Ama de casa","Diestro","si","union civil","Rural",150000,"Nunca/casi nunca","Si","NO","NO","Si",4,1,1,4,5,5,5,5,1,1,1,3,5,6,3,1,"30175","derecha","7","Resguardo",6,"si","Resguardo Hondura-Florencia",30,"Resguardo Honduras","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","5","0","0","NA","NA","Comunidad",5,5,1,1,5,"Español","4","NA","5","5","NA","NA","NA","Externos",4,5,3,2,3,1,1,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,4,6,1,1,4,6,1,6,5,5,5,5,5,27,1,100,35,4,2,1,4,12,8,3,3,5,11,6,11,2,0,2,48,61,27,26.8623853211009,0.137614678899084,1,6,20,26,77,181,4,3,7,16,1,5,2,5,5,2,1,1,1,1,1,18,6,1,9,34,16
"CZ31S2071",2020-07-12,31,"H",6,"Agricultura","Diestro","si","union civil","Rural",1e+05,"Nunca/casi nunca","NO","NO","NO","Si",4,2,2,5,5,4,4,5,2,2,3,3,5,2,3,1,"32599","derecha","7","Resguardo",6,"si","Resguardo Hondura-Florencia",12,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","5","5","NA","NA","Resguardo",5,5,4,4,5,"Español","10","NA","NA","0","0","NA","NA","Visitantes",4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,4,6,6,1,4,5,6,1,4,5,4,2,3,3,25,0,100,30,18,8,7,8,12,12,4,6,8,18,8,11,1,0,1,80,60,36,34.2857142857143,1.71428571428572,3,4,8,12,65,170,6,5,11,22,0,1,2,4,4,1,1,2,2,1,1,17,10,1,5,33,16
"CZ33S2072",2020-07-12,33,"H",5,"artesania","Diestro","si","union civil","Rural",3e+05,"Nunca/casi nunca","Si","NO","NO","Si",4,3,3,5,5,5,4,5,2,2,2,3,5,2,2,1,"31590","derecha","5","Resguardo",7,"si","Resguardo Hondura-Florencia",15,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","5","NA","NA","NA","comunidad",5,5,2,2,5,"Español","7","NA","NA","0","NA","NA","NA","Visitantes",4,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,4,6,6,1,4,5,6,1,4,5,4,2,3,3,24,1,100,22,8,5,4,4,6,7,3,4,3,10,5,9,2,2,4,40,25,11,15.3846153846154,-4.38461538461539,0,8,18,26,115,385,1,2,3,7,0,1,2,3,3,1,1,1,2,1,1,14,9,1,4,28,16
"CZ44S2073",2020-07-12,44,"M",0,"artesania","Diestro","si","soltero/a","Rural",3e+05,"Nunca/casi nunca","Si","NO","NO","Si",5,3,3,5,5,5,5,5,1,1,1,3,5,2,1,1,"27692","derecha","NA","Resguardo",8,"si","Resguardo Hondura-Florencia",14,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","NA","NA","NA","NA","comunidad",5,5,1,1,5,"Español","12","NA","NA","NA","NA","NA","NA","Visitantes",3,3,1,1,3,4,1,2,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,2,1,4,1,1,4,6,1,1,4,3,1,4,3,5,1,5,3,24,0,100,18,9,3,5,5,7,5,4,3,4,11,5,8,1,1,2,25,22,21,11.7021276595745,9.29787234042553,0,18,20,38,215,580,1,0,1,6,1,1,1,3,3,1,1,1,1,1,1,12,6,1,3,22,16
"CZ21S2074",2020-07-12,21,"M",11,"artesania","Diestro","si","union civil","Rural",50000,"Nunca/casi nunca","NO","NO","NO","Si",2,1,1,3,4,3,3,1,3,3,3,3,4,6,4,2,"36270","derecha","4","Resguardo",7,"si","Resguardo Hondura-Florencia",13,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","0","0","0","0","0","NA","comunidad",4,4,2,2,4,"Español","1","5","5","5","5","5","NA","Visitantes",4,5,5,5,4,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,1,1,1,1,6,1,1,1,4,6,1,6,5,5,1,5,1,26,2,100,35,32,15,18,20,22,23,6,7,9,22,12,12,0,2,2,92,75,44,41.3173652694611,2.68263473053892,5,1,5,6,52,120,8,10,18,18,0,5,4,5,5,3,2,3,3,5,2,30,12,2,11,55,16
"CZ36S2075",2020-07-12,36,"M",3,"artesania","Diestro","si","soltero/a","Rural",150000,"Nunca/casi nunca","Si","NO","NO","Si",4,4,4,4,4,4,4,4,3,3,3,3,5,2,2,1,"30817","derecha","3","Resguardo",7,"si","Resguardo Hondura-Florencia",15,"Florencia","No",NA,NA,"Embera","Embera","Embera",90,"Embera","Desde el nacimiento","NA","NA","5","NA","NA","NA","comunidad",5,5,3,3,5,"Español","7","NA","NA","0","NA","NA","NA","Visitantes",3,3,1,1,3,1,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,1,1,6,6,1,1,6,6,1,6,5,5,1,3,1,30,2,100,19,7,5,1,3,4,5,3,3,4,10,5,8,2,2,4,36,20,15,12.8571428571429,2.14285714285714,1,12,21,33,165,423,2,1,3,5,0,1,2,2,2,2,2,2,2,2,1,16,12,1,4,33,16
"CZ47S2076",2020-07-12,47,"M",0,"artesania","Diestro","si","union civil","Rural",3e+05,"Nunca/casi nunca","Si","NO","NO","Si",5,5,5,5,5,5,5,5,2,2,2,1,5,2,2,1,"26594","derecha","NA","Resguardo",7,"si","Resguardo Hondura-Florencia",14,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","NA","NA","NA","NA","comunidad",5,5,1,1,5,"Español","8","NA","NA","NA","NA","NA","NA","Visitantes",3,3,1,1,3,3,5,2,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,2,1,2,2,1,6,6,1,1,6,6,1,6,5,3,2,5,2,28,0,100,17,9,2,1,2,8,3,2,4,5,11,6,10,1,0,1,25,15,14,9.375,4.625,0,20,18,38,154,562,0,2,2,11,2,1,1,1,1,1,1,1,1,1,1,8,7,1,4,20,16
"CZ37S2077",2020-07-12,37,"H",4,"artesania","Diestro","si","union civil","Rural",2e+05,"1-2 veces a la semana","Si","NO","NO","Si",4,4,4,5,4,4,4,5,2,2,2,3,5,2,2,1,"30160","derecha","7","Resguardo",7,"si","Resguardo Hondura-Florencia",15,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","5","NA","NA","NA","comunidad",5,5,3,3,5,"Español","7","NA","NA","0","NA","NA","NA","Visitantes",4,4,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,6,1,1,6,6,1,6,1,4,3,5,1,29,0,100,12,6,4,5,6,6,6,3,3,4,10,4,11,2,1,3,31,18,15,11.3877551020408,3.61224489795918,1,15,12,27,185,365,1,2,3,15,1,1,2,2,2,1,2,2,2,1,1,14,9,1,4,28,16
"CZ59S3078",2020-07-12,59,"M",0,"Ama de casa","Diestro","si","union civil","Rural",1e+05,"Nunca/casi nunca","Si","NO","NO","Si",5,5,5,5,5,5,5,5,1,1,1,1,5,2,2,1,"22621","derecha","NA","Resguardo",7,"si","Florencia",14,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","NA","NA","NA","NA","comunidad",5,5,2,2,5,"Español","13","NA","NA","NA","NA","NA","NA","Visitantes",3,3,1,1,3,4,4,1,3,3,3,3,2,2,3,3,3,2,2,2,2,1,1,1,1,1,1,2,5,5,2,2,5,4,5,4,5,2,2,3,3,30,0,100,8,6,3,4,4,5,4,2,3,5,10,6,10,1,2,3,15,12,10,6.66666666666667,3.33333333333333,0,21,9,30,215,347,2,0,2,12,2,1,1,1,1,1,1,1,1,1,1,8,4,1,4,17,16
"CZ27S3079",2020-07-12,27,"M",11,"artesania","ambidiestro/a","si","union civil","Rural",150000,"Nunca/casi nunca","NO","NO","NO","Si",3,1,1,5,4,3,3,1,4,4,4,3,3,5,5,3,"34039","derecha","11","Resguardo",7,"si","Florencia",12,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","5","0","0","NA","comunidad",5,5,3,3,5,"Español","5","NA","NA","0","5","5","NA","Visitantes",4,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,1,1,1,2,6,6,2,3,4,6,1,4,5,5,1,5,1,25,5,100,32,28,8,7,8,14,13,4,5,6,15,7,10,0,0,0,78,65,48,35.4545454545455,12.5454545454545,4,2,6,8,56,112,10,9,19,26,0,4,3,5,5,1,2,3,3,5,3,27,15,3,12,57,16
"CZ29S3080",2020-07-12,29,"M",11,"artesania","Diestro","si","soltero/a","Rural",250000,"Nunca/casi nunca","NO","NO","NO","Si",3,1,1,4,4,4,3,3,4,4,4,3,4,4,3,1,"33191","derecha","11","Resguardo",7,"si","Florencia",11,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","5","0","0","NA","comunidad",5,5,5,5,5,"Español","6","NA","NA","0","5","5","NA","Visitantes",4,4,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,1,1,6,6,1,1,6,4,1,4,4,5,3,1,5,28,0,100,36,32,14,12,15,18,19,5,8,8,21,8,12,0,0,0,86,52,40,32.4057971014493,7.59420289855073,3,5,6,11,35,99,8,8,16,25,1,3,3,5,5,2,2,2,3,3,2,25,15,2,7,49,16
